Rank	Gene	Entrez ID	Coexpression Score	P-Value	Description
2479	IDE	3416	1.0800	0.2396	insulin-degrading enzyme
2480	FAM216A	29902	1.0800	0.2226	family with sequence similarity 216, member A
2481	GATM	2628	1.0800	0.0611	glycine amidinotransferase (L-arginine:glycine amidinotransferase)
2482	HINFP	25988	1.0800	0.0938	histone H4 transcription factor
2483	CBX7	23492	1.0800	0.1606	chromobox homolog 7
2484	DIP2C	22982	1.0800	0.1186	DIP2 disco-interacting protein 2 homolog C (Drosophila)
2485	WDR37	22884	1.0800	0.1862	WD repeat domain 37
2486	PI16	221476	1.0800	0.1462	peptidase inhibitor 16
2487	PLAC9	219348	1.0800	0.1012	placenta-specific 9
2488	GABRR3	200959	1.0800	0.0449	gamma-aminobutyric acid (GABA) A receptor, rho 3
2489	A2M	2	1.0800	0.1061	alpha-2-macroglobulin
2490	EFNB3	1949	1.0800	0.2178	ephrin-B3
2491	DARS	1615	1.0800	0.3027	aspartyl-tRNA synthetase
2492	OR1Q1	158131	1.0800	0.0656	olfactory receptor, family 1, subfamily Q, member 1
2493	ASB14	142686	1.0800	0.0819	ankyrin repeat and SOCS box containing 14
2494	N4BP2L2	10443	1.0800	0.2644	NEDD4 binding protein 2-like 2
2495	RIMS2	9699	1.0700	0.0913	regulating synaptic membrane exocytosis 2
2496	SCARF2	91179	1.0700	0.1937	scavenger receptor class F, member 2
2497	KRTAP3-3	85293	1.0700	0.0144	keratin associated protein 3-3
2498	ZNF514	84874	1.0700	0.1677	zinc finger protein 514
2499	CAPS	828	1.0700	0.1624	calcyphosine
2500	ABTB1	80325	1.0700	0.1930	ankyrin repeat and BTB (POZ) domain containing 1
2501	DDA1	79016	1.0700	0.1369	DET1 and DDB1 associated 1
2502	CA5A	763	1.0700	0.0796	carbonic anhydrase VA, mitochondrial
2503	PHLDA2	7262	1.0700	0.0976	pleckstrin homology-like domain, family A, member 2
2504	TFAP2A	7020	1.0700	0.0426	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
2505	PTS	5805	1.0700	0.2180	6-pyruvoyltetrahydropterin synthase
2506	GPCPD1	56261	1.0700	0.1490	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)
2507	WIPI1	55062	1.0700	0.1561	WD repeat domain, phosphoinositide interacting 1
2508	RNF111	54778	1.0700	0.3174	ring finger protein 111
2509	TRMT13	54482	1.0700	0.3429	tRNA methyltransferase 13 homolog (S. cerevisiae)
2510	PHF2	5253	1.0700	0.1691	PHD finger protein 2
2511	PFDN1	5201	1.0700	0.1368	prefoldin subunit 1
2512	RPL26L1	51121	1.0700	0.1386	ribosomal protein L26-like 1
2513	C3ORF32	51066	1.0700	0.1448	chromosome 3 open reading frame 32
2514	ASPH	444	1.0700	0.1423	aspartate beta-hydroxylase
2515	KRT83	3889	1.0700	0.2322	keratin 83
2516	C2CD4B	388125	1.0700	0.1493	C2 calcium-dependent domain containing 4B
2517	KCNJ11	3767	1.0700	0.0385	potassium inwardly-rectifying channel, subfamily J, member 11
2518	ZNF710	374655	1.0700	0.0835	zinc finger protein 710
2519	JARID2	3720	1.0700	0.0886	jumonji, AT rich interactive domain 2
2520	C1QTNF9	338872	1.0700	0.0127	C1q and tumor necrosis factor related protein 9
2521	KRTAP7-1	337878	1.0700	0.0647	keratin associated protein 7-1 (gene/pseudogene)
2522	GUSB	2990	1.0700	0.1360	glucuronidase, beta
2523	RNF175	285533	1.0700	0.0155	ring finger protein 175
2524	SLC26A11	284129	1.0700	0.0883	solute carrier family 26, member 11
2525	GLRA2	2742	1.0700	0.2091	glycine receptor, alpha 2
2526	GH2	2689	1.0700	0.2017	growth hormone 2
2527	ANP32D	23519	1.0700	0.0654	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D
2528	POFUT2	23275	1.0700	0.1668	protein O-fucosyltransferase 2
2529	KHDRBS2	202559	1.0700	0.2037	KH domain containing, RNA binding, signal transduction associated 2
2530	ELF5	2001	1.0700	0.0911	E74-like factor 5 (ets domain transcription factor)
2531	ARL9	132946	1.0700	0.0242	ADP-ribosylation factor-like 9
2532	TTC32	130502	1.0700	0.0882	tetratricopeptide repeat domain 32
2533	MBOAT2	129642	1.0700	0.0630	membrane bound O-acyltransferase domain containing 2
2534	IP6K3	117283	1.0700	0.0274	inositol hexakisphosphate kinase 3
2535	SCO2	9997	1.0600	0.1408	SCO cytochrome oxidase deficient homolog 2 (yeast)
2536	ENTPD3	956	1.0600	0.0913	ectonucleoside triphosphate diphosphohydrolase 3
2537	PICK1	9463	1.0600	0.2085	protein interacting with PRKCA 1
2538	FOXP2	93986	1.0600	0.0660	forkhead box P2
2539	CACNA2D4	93589	1.0600	0.0678	calcium channel, voltage-dependent, alpha 2/delta subunit 4
2540	SQSTM1	8878	1.0600	0.1556	sequestosome 1
2541	SNX4	8723	1.0600	0.3617	sorting nexin 4
2542	HES7	84667	1.0600	0.1132	hairy and enhancer of split 7 (Drosophila)
2543	MKKS	8195	1.0600	0.2983	McKusick-Kaufman syndrome
2544	MAP1LC3B	81631	1.0600	0.1904	microtubule-associated protein 1 light chain 3 beta
2545	SNAPC2	6618	1.0600	0.2090	small nuclear RNA activating complex, polypeptide 2, 45kDa
2546	SLC7A4	6545	1.0600	0.2526	solute carrier family 7 (orphan transporter), member 4
2547	SLC28A3	64078	1.0600	0.1016	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3
2548	TGIF2	60436	1.0600	0.0894	TGFB-induced factor homeobox 2
2549	RENBP	5973	1.0600	0.1815	renin binding protein
2550	TRMT5	57570	1.0600	0.2573	tRNA methyltransferase 5 homolog (S. cerevisiae)
2551	PTK7	5754	1.0600	0.1010	PTK7 protein tyrosine kinase 7
2552	ADAMTSL3	57188	1.0600	0.0843	ADAMTS-like 3
2553	C21ORF59	56683	1.0600	0.2491	chromosome 21 open reading frame 59
2554	MAPK3	5595	1.0600	0.2210	mitogen-activated protein kinase 3
2555	PITX1	5307	1.0600	0.0902	paired-like homeodomain 1
2556	TSPAN11	441631	1.0600	0.0682	tetraspanin 11
2557	MAGOH	4116	1.0600	0.2838	mago-nashi homolog, proliferation-associated (Drosophila)
2558	KRTAP5-9	3846	1.0600	0.2422	keratin associated protein 5-9
2559	TIAM2	26230	1.0600	0.0212	T-cell lymphoma invasion and metastasis 2
2560	AMBN	258	1.0600	0.2209	ameloblastin (enamel matrix protein)
2561	TAB3	257397	1.0600	0.2275	TGF-beta activated kinase 1/MAP3K7 binding protein 3
2562	F2RL2	2151	1.0600	0.0767	coagulation factor II (thrombin) receptor-like 2
2563	EXTL2	2135	1.0600	0.2401	exostoses (multiple)-like 2
2564	NAIF1	203245	1.0600	0.0655	nuclear apoptosis inducing factor 1
2565	DYNC1LI2	1783	1.0600	0.2272	dynein, cytoplasmic 1, light intermediate chain 2
2566	SHISA3	152573	1.0600	0.0123	shisa homolog 3 (Xenopus laevis)
2567	GINM1	116254	1.0600	0.2374	glycoprotein integral membrane 1
2568	BAIAP2	10458	1.0600	0.2045	BAI1-associated protein 2
2569	ST3GAL6	10402	1.0600	0.0760	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
2570	KIAA0141	9812	1.0500	0.0849	KIAA0141
2571	NREP	9315	1.0500	0.0405	neuronal regeneration related protein homolog (rat)
2572	RAB11B	9230	1.0500	0.1602	RAB11B, member RAS oncogene family
2573	TAAR8	83551	1.0500	0.0858	trace amine associated receptor 8
2574	ZNF655	79027	1.0500	0.1766	zinc finger protein 655
2575	PTTG1IP	754	1.0500	0.2028	pituitary tumor-transforming 1 interacting protein
2576	LOC642852	642852	1.0500	0.0891	uncharacterized LOC642852
2577	CCL20	6364	1.0500	0.0592	chemokine (C-C motif) ligand 20
2578	C12ORF10	60314	1.0500	0.2091	chromosome 12 open reading frame 10
2579	RAB5A	5868	1.0500	0.2669	RAB5A, member RAS oncogene family
2580	ZFP14	57677	1.0500	0.1076	zinc finger protein 14 homolog (mouse)
2581	SLC39A4	55630	1.0500	0.0979	solute carrier family 39 (zinc transporter), member 4
2582	PLXNB3	5365	1.0500	0.2277	plexin B3
2583	CLIC5	53405	1.0500	0.0807	chloride intracellular channel 5
2584	DFNB59	494513	1.0500	0.1173	deafness, autosomal recessive 59
2585	MMP15	4324	1.0500	0.2037	matrix metallopeptidase 15 (membrane-inserted)
2586	KCNC4	3749	1.0500	0.1682	potassium voltage-gated channel, Shaw-related subfamily, member 4
2587	KCNA2	3737	1.0500	0.1979	potassium voltage-gated channel, shaker-related subfamily, member 2
2588	NLGN1	22871	1.0500	0.0472	neuroligin 1
2589	ALAD	210	1.0500	0.0964	aminolevulinate dehydratase
2590	EPHA3	2042	1.0500	0.0730	EPH receptor A3
2591	C1ORF86	199990	1.0500	0.1481	chromosome 1 open reading frame 86
2592	ELF3	1999	1.0500	0.1261	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
2593	ZNF569	148266	1.0500	0.1773	zinc finger protein 569
2594	ASB7	140460	1.0500	0.0872	ankyrin repeat and SOCS box containing 7
2595	COMT	1312	1.0500	0.1731	catechol-O-methyltransferase
2596	STMN2	11075	1.0500	0.0801	stathmin-like 2
2597	MMP24	10893	1.0500	0.2682	matrix metallopeptidase 24 (membrane-inserted)
2598	PDZK1IP1	10158	1.0500	0.0879	PDZK1 interacting protein 1
2599	TMCC2	9911	1.0400	0.1994	transmembrane and coiled-coil domain family 2
2600	PMPCB	9512	1.0400	0.3086	peptidase (mitochondrial processing) beta
2601	CD34	947	1.0400	0.1248	CD34 molecule
2602	TJAP1	93643	1.0400	0.1157	tight junction associated protein 1 (peripheral)
2603	IGSF8	93185	1.0400	0.1330	immunoglobulin superfamily, member 8
2604	ZMYM3	9203	1.0400	0.1377	zinc finger, MYM-type 3
2605	STX16	8675	1.0400	0.1568	syntaxin 16
2606	SPZ1	84654	1.0400	0.0105	spermatogenic leucine zipper 1
2607	C1ORF21	81563	1.0400	0.0620	chromosome 1 open reading frame 21
2608	FRAS1	80144	1.0400	0.0493	Fraser syndrome 1
2609	SCD5	79966	1.0400	0.0398	stearoyl-CoA desaturase 5
2610	DHRS12	79758	1.0400	0.1767	dehydrogenase/reductase (SDR family) member 12
2611	PRR14	78994	1.0400	0.1784	proline rich 14
2612	TNF	7124	1.0400	0.1070	tumor necrosis factor
2613	SCN7A	6332	1.0400	0.0916	sodium channel, voltage-gated, type VII, alpha subunit
2614	SMAP1	60682	1.0400	0.2689	small ArfGAP 1
2615	WDR35	57539	1.0400	0.1784	WD repeat domain 35
2616	PPM1H	57460	1.0400	0.0385	protein phosphatase, Mg2+/Mn2+ dependent, 1H
2617	PSMB2	5690	1.0400	0.2604	proteasome (prosome, macropain) subunit, beta type, 2
2618	IQCC	55721	1.0400	0.1546	IQ motif containing C
2619	RUFY2	55680	1.0400	0.1631	RUN and FYVE domain containing 2
2620	KCTD5	54442	1.0400	0.1570	potassium channel tetramerisation domain containing 5
2621	OSBP	5007	1.0400	0.1347	oxysterol binding protein
2622	PHOX2A	401	1.0400	0.2326	paired-like homeobox 2a
2623	NR3C1	2908	1.0400	0.2524	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
2624	INO80E	283899	1.0400	0.1874	INO80 complex subunit E
2625	FAM19A5	25817	1.0400	0.0586	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5
2626	FSTL4	23105	1.0400	0.2446	follistatin-like 4
2627	FCER2	2208	1.0400	0.1726	Fc fragment of IgE, low affinity II, receptor for (CD23)
2628	FBN1	2200	1.0400	0.1449	fibrillin 1
2629	SPRED1	161742	1.0400	0.2219	sprouty-related, EVH1 domain containing 1
2630	CD300LF	146722	1.0400	0.1008	CD300 molecule-like family member f
2631	ASB8	140461	1.0400	0.1296	ankyrin repeat and SOCS box containing 8
2632	PTRH1	138428	1.0400	0.1564	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)
2633	GLCCI1	113263	1.0400	0.1558	glucocorticoid induced transcript 1
2634	HCP5	10866	1.0400	0.0880	HLA complex P5 (non-protein coding)
2635	MED7	9443	1.0300	0.3001	mediator complex subunit 7
2636	GALNT4	8693	1.0300	0.0913	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4)
2637	DYRK2	8445	1.0300	0.1372	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
2638	TEKT1	83659	1.0300	0.0842	tektin 1
2639	ADPGK	83440	1.0300	0.1289	ADP-dependent glucokinase
2640	PUS1	80324	1.0300	0.2005	pseudouridylate synthase 1
2641	MOB3B	79817	1.0300	0.0570	MOB kinase activator 3B
2642	GCC1	79571	1.0300	0.0654	GRIP and coiled-coil domain containing 1
2643	ZNF3	7551	1.0300	0.0959	zinc finger protein 3
2644	TGM2	7052	1.0300	0.1317	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)
2645	STK33	65975	1.0300	0.0458	serine/threonine kinase 33
2646	SFTPC	6440	1.0300	0.3037	surfactant protein C
2647	PDLIM2	64236	1.0300	0.1081	PDZ and LIM domain 2 (mystique)
2648	CXCL16	58191	1.0300	0.1224	chemokine (C-X-C motif) ligand 16
2649	BAI3	577	1.0300	0.0699	brain-specific angiogenesis inhibitor 3
2650	PCBP4	57060	1.0300	0.1570	poly(rC) binding protein 4
2651	RASD1	51655	1.0300	0.0658	RAS, dexamethasone-induced 1
2652	PDGFRB	5159	1.0300	0.1560	platelet-derived growth factor receptor, beta polypeptide
2653	COQ6	51004	1.0300	0.1077	coenzyme Q6 homolog, monooxygenase (S. cerevisiae)
2654	OMG	4974	1.0300	0.1416	oligodendrocyte myelin glycoprotein
2655	NME3	4832	1.0300	0.1631	NME/NM23 nucleoside diphosphate kinase 3
2656	MYT1	4661	1.0300	0.2362	myelin transcription factor 1
2657	PTCHD4	442213	1.0300	0.1013	patched domain containing 4
2658	MAOB	4129	1.0300	0.0784	monoamine oxidase B
2659	ARAF	369	1.0300	0.1900	v-raf murine sarcoma 3611 viral oncogene homolog
2660	ICT1	3396	1.0300	0.2714	immature colon carcinoma transcript 1
2661	DMGDH	29958	1.0300	0.0238	dimethylglycine dehydrogenase
2662	HTATSF1	27336	1.0300	0.3198	HIV-1 Tat specific factor 1
2663	RPUSD2	27079	1.0300	0.1477	RNA pseudouridylate synthase domain containing 2
2664	HSPBP1	23640	1.0300	0.2093	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1
2665	LPAR3	23566	1.0300	0.0989	lysophosphatidic acid receptor 3
2666	ISCU	23479	1.0300	0.2170	iron-sulfur cluster scaffold homolog (E. coli)
2667	LIMCH1	22998	1.0300	0.1115	LIM and calponin homology domains 1
2668	FOXG1	2290	1.0300	0.1586	forkhead box G1
2669	ETV2	2116	1.0300	0.1660	ets variant 2
2670	DDIT3	1649	1.0300	0.0768	DNA-damage-inducible transcript 3
2671	TTBK2	146057	1.0300	0.0968	tau tubulin kinase 2
2672	C15ORF61	145853	1.0300	0.1274	chromosome 15 open reading frame 61
2673	PRICKLE1	144165	1.0300	0.0725	prickle homolog 1 (Drosophila)
2674	MPP7	143098	1.0300	0.0841	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)
2675	HDX	139324	1.0300	0.0751	highly divergent homeobox
2676	CP	1356	1.0300	0.0531	ceruloplasmin (ferroxidase)
2677	NISCH	11188	1.0300	0.1884	nischarin
2678	TLK2	11011	1.0300	0.1278	tousled-like kinase 2
2679	PSMD6	9861	1.0200	0.3268	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
2680	KCNB2	9312	1.0200	0.2588	potassium voltage-gated channel, Shab-related subfamily, member 2
2681	LONRF1	91694	1.0200	0.1800	LON peptidase N-terminal domain and ring finger 1
2682	TNKS1BP1	85456	1.0200	0.1258	tankyrase 1 binding protein 1, 182kDa
2683	HOOK3	84376	1.0200	0.3112	hook homolog 3 (Drosophila)
2684	INTS5	80789	1.0200	0.1480	integrator complex subunit 5
2685	VEZF1	7716	1.0200	0.2628	vascular endothelial zinc finger 1
2686	SQLE	6713	1.0200	0.1241	squalene epoxidase
2687	SPTBN1	6711	1.0200	0.1120	spectrin, beta, non-erythrocytic 1
2688	BMP8B	656	1.0200	0.1271	bone morphogenetic protein 8b
2689	PRDM15	63977	1.0200	0.0601	PR domain containing 15
2690	RARA	5914	1.0200	0.2392	retinoic acid receptor, alpha
2691	QDPR	5860	1.0200	0.1934	quinoid dihydropteridine reductase
2692	JAM2	58494	1.0200	0.1200	junctional adhesion molecule 2
2693	ZNF71	58491	1.0200	0.0576	zinc finger protein 71
2694	RAB40C	57799	1.0200	0.1322	RAB40C, member RAS oncogene family
2695	PTH	5741	1.0200	0.0219	parathyroid hormone
2696	PSMD3	5709	1.0200	0.2425	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
2697	MCCC1	56922	1.0200	0.2342	methylcrotonoyl-CoA carboxylase 1 (alpha)
2698	PCDHB3	56132	1.0200	0.0215	protocadherin beta 3
2699	PRKCE	5581	1.0200	0.1030	protein kinase C, epsilon
2700	PRKACA	5566	1.0200	0.1628	protein kinase, cAMP-dependent, catalytic, alpha
2701	GEMIN8	54960	1.0200	0.0816	gem (nuclear organelle) associated protein 8
2702	PLD2	5338	1.0200	0.2507	phospholipase D2
2703	ATP6V0C	527	1.0200	0.2029	ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c
2704	PCCB	5096	1.0200	0.2510	propionyl CoA carboxylase, beta polypeptide
2705	PBX2	5089	1.0200	0.0520	pre-B-cell leukemia homeobox 2
2706	TAKR	389932	1.0200	0.0651	aldo-keto reductase, truncated
2707	NKIRAS2	28511	1.0200	0.1614	NFKB inhibitor interacting Ras-like 2
2708	ABO	28	1.0200	0.2391	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
2709	MLH3	27030	1.0200	0.0770	mutL homolog 3 (E. coli)
2710	DICER1	23405	1.0200	0.2411	dicer 1, ribonuclease type III
2711	FKBP1B	2281	1.0200	0.0368	FK506 binding protein 1B, 12.6 kDa
2712	DPH2	1802	1.0200	0.1844	DPH2 homolog (S. cerevisiae)
2713	STOML3	161003	1.0200	0.0311	stomatin (EPB72)-like 3
2714	ZXDB	158586	1.0200	0.0752	zinc finger, X-linked, duplicated B
2715	SAMD3	154075	1.0200	0.0602	sterile alpha motif domain containing 3
2716	LYZL4	131375	1.0200	0.1639	lysozyme-like 4
2717	CNN2	1265	1.0200	0.1366	calponin 2
2718	TDRD9	122402	1.0200	0.0091	tudor domain containing 9
2719	C1QTNF6	114904	1.0200	0.1113	C1q and tumor necrosis factor related protein 6
2720	SP140	11262	1.0200	0.0954	SP140 nuclear body protein
2721	TRIM3	10612	1.0200	0.2404	tripartite motif containing 3
2722	CDH12	1010	1.0200	0.0349	cadherin 12, type 2 (N-cadherin 2)
2723	DNM1L	10059	1.0200	0.3448	dynamin 1-like
2724	P4HA2	8974	1.0100	0.1313	prolyl 4-hydroxylase, alpha polypeptide II
2725	ZNF24	7572	1.0100	0.2733	zinc finger protein 24
2726	ICAM5	7087	1.0100	0.1675	intercellular adhesion molecule 5, telencephalin
2727	SNRPF	6636	1.0100	0.2715	small nuclear ribonucleoprotein polypeptide F
2728	MMS19	64210	1.0100	0.2079	MMS19 nucleotide excision repair homolog (S. cerevisiae)
2729	ZNF286A	57335	1.0100	0.0861	zinc finger protein 286A
2730	SUSD2	56241	1.0100	0.1237	sushi domain containing 2
2731	TMEM48	55706	1.0100	0.3206	transmembrane protein 48
2732	PPP3CA	5530	1.0100	0.2591	protein phosphatase 3, catalytic subunit, alpha isozyme
2733	ASXL2	55252	1.0100	0.1341	additional sex combs like 2 (Drosophila)
2734	CEP192	55125	1.0100	0.3216	centrosomal protein 192kDa
2735	KANSL2	54934	1.0100	0.2974	KAT8 regulatory NSL complex subunit 2
2736	TMEM216	51259	1.0100	0.0734	transmembrane protein 216
2737	MFGE8	4240	1.0100	0.1305	milk fat globule-EGF factor 8 protein
2738	SPATA12	353324	1.0100	0.0607	spermatogenesis associated 12
2739	FAM170A	340069	1.0100	0.0711	family with sequence similarity 170, member A
2740	TFPT	29844	1.0100	0.1685	TCF3 (E2A) fusion partner (in childhood Leukemia)
2741	GSK3B	2932	1.0100	0.1429	glycogen synthase kinase 3 beta
2742	TPRG1	285386	1.0100	0.0134	tumor protein p63 regulated 1
2743	TP53TG5	27296	1.0100	0.2438	TP53 target 5
2744	TIMM9	26520	1.0100	0.2521	translocase of inner mitochondrial membrane 9 homolog (yeast)
2745	KIAA0930	23313	1.0100	0.1269	KIAA0930
2746	SIK2	23235	1.0100	0.0744	salt-inducible kinase 2
2747	SRRM3	222183	1.0100	0.2497	serine/arginine repetitive matrix 3
2748	CCDC89	220388	1.0100	0.0137	coiled-coil domain containing 89
2749	FAT2	2196	1.0100	0.1249	FAT tumor suppressor homolog 2 (Drosophila)
2750	SYNE3	161176	1.0100	0.0363	spectrin repeat containing, nuclear envelope family member 3
2751	ADRBK2	157	1.0100	0.0616	adrenergic, beta, receptor kinase 2
2752	CYP2C18	1562	1.0100	0.1409	cytochrome P450, family 2, subfamily C, polypeptide 18
2753	SUN5	140732	1.0100	0.2178	Sad1 and UNC84 domain containing 5
2754	COX7A2	1347	1.0100	0.2033	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)
2755	SFXN4	119559	1.0100	0.2235	sideroflexin 4
2756	EMILIN1	11117	1.0100	0.1620	elastin microfibril interfacer 1
2757	SYNCRIP	10492	1.0100	0.3303	synaptotagmin binding, cytoplasmic RNA interacting protein
2758	RANBP9	10048	1.0100	0.3094	RAN binding protein 9
2759	KIAA0513	9764	1.0000	0.1490	KIAA0513
2760	ATP6V0E1	8992	1.0000	0.2419	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1
2761	HPS3	84343	1.0000	0.2604	Hermansky-Pudlak syndrome 3
2762	ELOF1	84337	1.0000	0.2064	elongation factor 1 homolog (S. cerevisiae)
2763	TMPRSS5	80975	1.0000	0.2009	transmembrane protease, serine 5
2764	XYLT2	64132	1.0000	0.1149	xylosyltransferase II
2765	VPS37C	55048	1.0000	0.0657	vacuolar protein sorting 37 homolog C (S. cerevisiae)
2766	HES2	54626	1.0000	0.1751	hairy and enhancer of split 2 (Drosophila)
2767	C12ORF69	440087	1.0000	0.0256	chromosome 12 open reading frame 69
2768	ISG20	3669	1.0000	0.1117	interferon stimulated exonuclease gene 20kDa
2769	FAM19A2	338811	1.0000	0.0387	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2
2770	RABL3	285282	1.0000	0.2076	RAB, member of RAS oncogene family-like 3
2771	CECR6	27439	1.0000	0.0541	cat eye syndrome chromosome region, candidate 6
2772	PCDH11X	27328	1.0000	0.0551	protocadherin 11 X-linked
2773	DENND2A	27147	1.0000	0.1592	DENN/MADD domain containing 2A
2774	SGMS1	259230	1.0000	0.3130	sphingomyelin synthase 1
2775	FKBP2	2286	1.0000	0.1582	FK506 binding protein 2, 13kDa
2776	GLYATL2	219970	1.0000	0.0159	glycine-N-acyltransferase-like 2
2777	F13B	2165	1.0000	0.0575	coagulation factor XIII, B polypeptide
2778	ZNF627	199692	1.0000	0.2984	zinc finger protein 627
2779	ACTL10	170487	1.0000	0.1639	actin-like 10
2780	AKR1C1	1645	1.0000	0.0405	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)
2781	SPRR4	163778	1.0000	0.1803	small proline-rich protein 4
2782	RLTPR	146206	1.0000	0.2036	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing
2783	MRGPRF	116535	1.0000	0.1087	MAS-related GPR, member F
2784	CISH	1154	1.0000	0.0538	cytokine inducible SH2-containing protein
2785	PTPRT	11122	1.0000	0.2084	protein tyrosine phosphatase, receptor type, T
2786	TRIM38	10475	1.0000	0.1951	tripartite motif containing 38
2787	ZMPSTE24	10269	1.0000	0.3507	zinc metallopeptidase STE24 homolog (S. cerevisiae)
2788	IGSF6	10261	1.0000	0.1040	immunoglobulin superfamily, member 6
2789	DTD1	92675	0.9900	0.1489	D-tyrosyl-tRNA deacylase 1 homolog (S. cerevisiae)
2790	NDUFAF2	91942	0.9900	0.1267	NADH dehydrogenase (ubiquinone) complex I, assembly factor 2
2791	CD247	919	0.9900	0.0903	CD247 molecule
2792	CD3D	915	0.9900	0.0832	CD3d molecule, delta (CD3-TCR complex)
2793	NAV2	89797	0.9900	0.0623	neuron navigator 2
2794	PDXK	8566	0.9900	0.1513	pyridoxal (pyridoxine, vitamin B6) kinase
2795	KCTD10	83892	0.9900	0.1733	potassium channel tetramerisation domain containing 10
2796	C21ORF2	755	0.9900	0.2786	chromosome 21 open reading frame 2
2797	SLC9A2	6549	0.9900	0.0720	solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2
2798	SHROOM3	57619	0.9900	0.0527	shroom family member 3
2799	CIAPIN1	57019	0.9900	0.2741	cytokine induced apoptosis inhibitor 1
2800	IRGC	56269	0.9900	0.2016	immunity-related GTPase family, cinema
2801	PCDHB13	56123	0.9900	0.0317	protocadherin beta 13
2802	SLC30A10	55532	0.9900	0.0742	solute carrier family 30, member 10
2803	PRF1	5551	0.9900	0.1153	perforin 1 (pore forming protein)
2804	PNPO	55163	0.9900	0.1654	pyridoxamine 5-phosphate oxidase
2805	POLR2B	5431	0.9900	0.3700	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa
2806	ATP6V1B1	525	0.9900	0.0937	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1
2807	RSL24D1	51187	0.9900	0.3070	ribosomal L24 domain containing 1
2808	IFT52	51098	0.9900	0.2164	intraflagellar transport 52 homolog (Chlamydomonas)
2809	MATN1	4146	0.9900	0.2763	matrilin 1, cartilage matrix protein
2810	KLRC3	3823	0.9900	0.0196	killer cell lectin-like receptor subfamily C, member 3
2811	HTR3A	3359	0.9900	0.2487	5-hydroxytryptamine (serotonin) receptor 3A, ionotropic
2812	FOXR1	283150	0.9900	0.0641	forkhead box R1
2813	GCLM	2730	0.9900	0.2301	glutamate-cysteine ligase, modifier subunit
2814	GFRA1	2674	0.9900	0.0743	GDNF family receptor alpha 1
2815	ZNF549	256051	0.9900	0.0488	zinc finger protein 549
2816	FKBP15	23307	0.9900	0.1621	FK506 binding protein 15, 133kDa
2817	FDX1	2230	0.9900	0.1875	ferredoxin 1
2818	EPHA7	2045	0.9900	0.0555	EPH receptor A7
2819	SLC26A3	1811	0.9900	0.0227	solute carrier family 26, member 3
2820	TXLNB	167838	0.9900	0.0281	taxilin beta
2821	FAM84B	157638	0.9900	0.0443	family with sequence similarity 84, member B
2822	PPM1K	152926	0.9900	0.1383	protein phosphatase, Mg2+/Mn2+ dependent, 1K
2823	DCUN1D3	123879	0.9900	0.0725	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)
2824	FASTK	10922	0.9900	0.1962	Fas-activated serine/threonine kinase
2825	CCT4	10575	0.9900	0.3375	chaperonin containing TCP1, subunit 4 (delta)
2826	SLC35A1	10559	0.9900	0.3350	solute carrier family 35 (CMP-sialic acid transporter), member A1
2827	SDC3	9672	0.9800	0.1258	syndecan 3
2828	CCNT2	905	0.9800	0.3069	cyclin T2
2829	GYG2	8908	0.9800	0.0609	glycogenin 2
2830	CDC123	8872	0.9800	0.3343	cell division cycle 123 homolog (S. cerevisiae)
2831	DYRK4	8798	0.9800	0.0841	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
2832	TNFSF10	8743	0.9800	0.1508	tumor necrosis factor (ligand) superfamily, member 10
2833	DGAT1	8694	0.9800	0.1881	diacylglycerol O-acyltransferase 1
2834	CSDA	8531	0.9800	0.0835	cold shock domain protein A
